0.1,41.81,1.7198546450209098,1.0243025204121015,0.015327495314973358,1.0280283153719654,4.440892098500626e-16
0.2,85.776,3.7328037719655183,1.0348951830989568,0.017451745190827362,1.0280283153719654,4.440892098500626e-16
0.3,131.407,5.133161891076493,1.0408966777801165,0.019217655486437585,1.0280283153719654,4.440892098500626e-16
0.4,177.316,5.822383017287681,1.0448083005168352,0.01746691276192928,1.0280283153719654,4.440892098500626e-16
0.5,223.991,6.011565436722784,1.0480138893873496,0.016095342282578806,1.0280283153719654,4.440892098500626e-16
0.6,271.547,5.594442867703628,1.0493205461069934,0.014187107206394236,1.0280283153719654,4.440892098500626e-16
0.7,317.868,8.138708497052834,1.0524736561216324,0.01104315138072091,1.0280283153719654,4.440892098500626e-16
0.8,364.195,9.081022794817773,1.053397872316169,0.008748894476522872,1.0280283153719654,4.440892098500626e-16
0.9,408.825,9.338863688907768,1.057062542410125,0.006938563286202187,1.0280283153719654,4.440892098500626e-16
1,454.295,8.445352272108014,1.0580526712397718,0.0035858661215061,1.0280283153719654,4.440892098500626e-16
